3,0.0011289119720458984
6,0.009315967559814453
12,0.046416521072387695
23,0.11694145202636719
40,0.24268198013305664
62,0.4574699401855469
86,0.8185937404632568
112,1.1205954551696777
143,1.5311522483825684
176,1.9911079406738281
215,2.429314613342285
255,2.974459171295166
300,3.598356008529663
350,4.259032726287842
405,5.047585964202881
468,5.930858373641968
539,7.071232080459595
612,8.420702695846558
689,9.807487487792969
774,11.360727787017822
857,13.323902130126953
940,15.227835893630981
1027,17.0774245262146
1118,19.32349681854248
1216,21.537688732147217
1320,24.45427966117859
1422,27.213801622390747
1531,30.123931884765625
1641,33.8774790763855
1755,37.28828501701355
1880,41.12566590309143
2003,45.7592887878418
2129,50.16386675834656
2255,54.97760033607483
2385,59.882081508636475
2520,65.26171016693115
2657,71.32541012763977
2801,78.01068377494812
2949,84.8240852355957
3099,92.34892058372498
3254,100.20533752441406
3418,108.25452089309692
3590,116.74626469612122
3758,126.85773515701294
3937,137.29699850082397
4121,148.34073066711426
4303,160.43781113624573
4483,171.8457067012787
4666,184.23774933815002
4857,196.51418089866638
5049,209.56797242164612
5246,225.51738691329956
5457,241.74043774604797
5677,258.07839488983154
5895,276.6839988231659
6115,296.04580998420715
6344,316.08028960227966
6571,337.3793134689331
6813,358.6368598937988
7051,382.33232402801514
7275,406.94282150268555
7508,429.98884296417236
7755,453.6686017513275
7997,480.0853998661041
8248,508.0300509929657
8515,537.9278039932251
8786,571.3665266036987
9049,603.7799737453461
9311,638.4853956699371
9577,671.733404636383
9865,707.2174000740051
10151,746.8335423469543
10427,788.4371914863586
10714,830.270099401474
10996,873.9351303577423
11280,918.3465437889099
11579,964.7099883556366
11882,1013.7122187614441
12182,1064.4295527935028
12493,1115.2754964828491
12800,1170.3142817020416
13116,1226.3607625961304
13437,1283.4561812877655
13764,1344.5515460968018
14104,1407.0365302562714
14447,1473.0863242149353
14793,1541.5883219242096
15131,1614.6513357162476
15469,1682.6753256320953
15810,1755.6231899261475
16152,1828.390775680542
16502,1904.3919739723206
16858,1984.240656375885
17235,2065.5953154563904
17616,2158.0765595436096
17978,2250.6036174297333
18353,2338.910695552826
18731,2430.661678314209
19115,2528.918391942978
