3,0.0011644363403320312
6,0.004208087921142578
12,0.011110305786132812
19,0.01711416244506836
26,0.023115158081054688
34,0.03155350685119629
44,0.04457259178161621
56,0.058530569076538086
70,0.07955050468444824
84,0.10254931449890137
101,0.13050150871276855
119,0.15590238571166992
142,0.19594073295593262
170,0.25101208686828613
201,0.3209199905395508
231,0.3960697650909424
257,0.4734206199645996
289,0.5643332004547119
324,0.7253313064575195
371,0.8773059844970703
429,1.092454433441162
487,1.410888433456421
545,1.751981496810913
608,2.0783333778381348
681,2.4134562015533447
771,2.8836545944213867
873,3.5128984451293945
993,4.331732511520386
1120,5.358405351638794
1257,6.756186008453369
1409,8.291926145553589
1567,9.953181505203247
1726,12.043702125549316
1890,14.645979166030884
2062,17.33206534385681
2243,20.179240703582764
2424,23.37368083000183
2617,27.3395733833313
2805,31.37393617630005
3000,35.62328839302063
3206,40.28785967826843
3430,45.996809244155884
3652,52.646267890930176
3869,59.36081385612488
4085,66.46931028366089
4312,74.41286635398865
4535,83.54260396957397
4768,92.2595579624176
5005,101.76435947418213
5250,111.88868737220764
5514,122.49741339683533
5756,134.2499647140503
6009,145.31040811538696
6261,159.62359619140625
6511,174.25714468955994
6764,188.31525230407715
7029,203.15414929389954
7296,219.5817904472351
7563,237.7328085899353
7845,255.54843997955322
8119,275.5579195022583
8388,296.2146141529083
8679,315.1470024585724
8973,337.25572967529297
9299,361.7770869731903
9633,389.94684314727783
9992,417.54544138908386
10366,448.34576320648193
10726,483.3020920753479
11085,517.0689733028412
11457,550.6546847820282
11831,587.1969766616821
12225,627.9327981472015
12653,671.7579822540283
13081,717.8603167533875
13505,766.7964885234833
13905,816.3985586166382
14284,865.152423620224
14676,912.8113725185394
15073,962.6185977458954
15498,1015.2287476062775
15935,1071.3263449668884
16399,1131.8809533119202
16870,1199.0824987888336
17312,1267.6230146884918
17778,1337.9831926822662
18258,1414.4628291130066
18724,1490.9049611091614
19184,1565.851981639862
19647,1646.0114443302155
20101,1725.7982366085052
20550,1805.5594277381897
21006,1888.1465620994568
21441,1969.5231533050537
